coin,tf,signal,lev,mode,beat_cnt,total_periods,avg_ret,min_ret,max_dd_avg,avg_trades,bear_2026q1_ret,bear_2025q4_ret,bull_2025q3_ret,bull_2025q2_ret,bear_2025q1_ret,bull_2024h2_ret,bear_2024h1_ret,bull_2023_ret
XRP,1d,c>ema50,2,L+S,3,8,-29.25,-430.13,119.05,15.8,42.45,24.78,-79.99,-37.88,-178.97,468.33,-42.63,-430.13
SOL,1h,macd12/26,1,L+S,3,8,-29.58,-155.96,82.96,262.6,-33.21,-5.24,-43.51,6.8,24.63,-155.96,-48.89,18.76
ETH,1h,ema5/20,1,L+S,3,8,-29.81,-61.85,52.16,224.6,0.96,-15.54,-6.31,-20.23,-35.88,-61.85,-45.16,-54.46
ETH,2h,st2.0,3,L+S,3,8,-31.58,-157.81,130.12,69.2,51.37,-44.47,159.38,-146.32,-157.81,-74.3,78.76,-119.23
XRP,1h,c>ema50,1,L+S,3,8,-32.76,-215.18,77.04,305.4,-31.62,8.82,49.97,-57.79,-9.02,95.48,-102.77,-215.18
XRP,1d,c>ema100,2,L+S,3,8,-33.73,-429.99,115.52,11.0,31.38,-4.88,7.45,-31.12,-218.18,439.36,-63.86,-429.99
SOL,1h,st2.0,3,L+S,3,8,-37.92,-133.17,177.02,140.4,57.78,29.46,-133.17,-40.44,47.53,-126.95,-68.31,-69.26
ETH,1h,st3.0,3,L+S,3,8,-38.39,-192.53,134.25,77.4,11.16,16.04,164.13,-160.94,-60.61,-83.07,-1.3,-192.53
XRP,1h,macd12/26,1,L+S,3,8,-39.58,-136.63,66.77,282.0,12.62,-8.13,-17.68,11.04,-0.33,-58.76,-136.63,-118.79
ETH,1h,ema10/30,3,L+S,3,8,-43.37,-230.89,149.81,130.0,47.24,1.75,62.94,-101.61,-112.12,132.66,-146.95,-230.89
XRP,1d,c>ema50,3,L+S,3,8,-43.88,-645.2,178.57,15.8,63.68,37.17,-119.98,-56.82,-268.45,702.49,-63.94,-645.2
XRP,1d,c>ema100,3,L+S,3,8,-50.6,-644.99,173.28,11.0,47.07,-7.32,11.18,-46.68,-327.28,659.04,-95.79,-644.99
XRP,1h,macd12/26,2,L+S,3,8,-79.16,-273.27,133.55,282.0,25.24,-16.26,-35.36,22.08,-0.65,-117.51,-273.27,-237.59
XRP,1h,macd12/26,3,L+S,3,8,-118.75,-409.9,200.32,282.0,37.86,-24.38,-53.04,33.12,-0.98,-176.27,-409.9,-356.38
SOL,1d,st4.0,3,L,2,8,104.05,-106.59,18.7,1.8,-55.51,-53.73,79.6,7.22,-106.59,-2.93,6.22,958.11
SOL,4h,c>ema50,3,L,2,8,98.34,-85.43,78.16,34.4,-61.51,-85.43,39.71,18.08,-0.58,56.98,-67.12,886.63
SOL,4h,ema50/200,2,L,2,8,96.82,-77.74,22.05,3.0,-17.01,-77.74,79.92,25.17,-51.21,27.11,19.68,768.67
SOL,4h,ema50/200,3,L+S,2,8,95.21,-84.23,94.64,6.2,58.8,-84.23,92.53,7.02,-72.83,-44.32,-79.54,884.21
SOL,1h,c>ema200,3,L,2,8,91.51,-100.12,84.28,62.6,-59.91,-100.12,29.07,37.31,30.19,-13.76,-23.6,832.89
SOL,4h,st3.0,3,L+S,2,8,82.32,-160.32,86.52,20.2,-44.22,-89.3,47.77,71.7,200.0,-84.29,-160.32,717.22
SOL,1d,c>ema100,2,L,2,8,76.71,-73.79,28.23,5.4,0.0,-73.79,62.07,-13.0,-34.57,-14.18,21.64,665.55
SOL,2h,c>ema50,3,L,2,8,75.52,-92.3,88.0,67.0,-72.85,-92.3,29.27,-21.95,-33.79,1.39,50.67,743.72
XRP,4h,ema20/100,3,L+S,2,8,74.19,-165.5,101.17,13.0,111.17,-102.33,13.2,-35.73,-165.5,802.3,-101.77,72.18
XRP,4h,c>ema100,3,L,2,8,73.83,-152.54,71.52,27.0,-10.94,-102.48,34.63,-13.82,-39.52,836.02,-152.54,39.28
SOL,4h,st2.0,2,L,2,8,73.3,-52.89,52.92,17.9,-46.82,-52.89,48.32,-14.28,-12.98,49.57,36.98,578.53
SOL,4h,ema5/20,2,L,2,8,71.47,-58.94,52.88,24.5,-45.62,-58.94,13.27,8.27,-18.83,56.84,31.9,584.9
XRP,4h,c>ema200,3,L,2,8,71.47,-122.27,56.97,20.8,3.55,-57.58,17.15,-5.43,-3.46,783.38,-122.27,-43.57
SOL,1d,st4.0,2,L,2,8,69.37,-71.06,12.46,1.8,-37.01,-35.82,53.07,4.81,-71.06,-1.95,4.15,638.74
XRP,1h,ema50/200,3,L+S,2,8,68.31,-196.46,103.13,21.5,55.01,-43.3,-32.64,-13.93,-196.46,907.25,-160.67,31.25
XRP,2h,c>ema200,3,L,2,8,68.26,-132.17,75.19,36.9,-22.49,-95.09,33.66,-43.87,-7.98,811.47,-132.17,2.57
SOL,2h,c>ema100,2,L,2,8,63.85,-52.46,52.63,47.0,-33.53,-52.46,28.9,8.05,-0.19,9.83,-25.9,576.14
SOL,4h,ema50/200,2,L+S,2,8,63.47,-56.16,63.09,6.2,39.2,-56.16,61.68,4.68,-48.56,-29.54,-53.03,589.47
SOL,2h,st2.0,3,L,2,8,63.46,-130.05,104.04,36.1,-56.92,-130.05,83.69,-32.4,14.04,-3.47,-42.98,675.79
XRP,1d,st4.0,3,L,2,8,63.2,-94.66,29.33,1.9,-51.55,-63.43,116.46,-67.5,-94.66,684.33,-93.96,75.88
SOL,1h,c>ema200,2,L,2,8,61.01,-66.74,56.18,62.6,-39.94,-66.74,19.38,24.87,20.13,-9.17,-15.73,555.26
XRP,2h,ema50/200,3,L+S,2,8,60.89,-129.79,91.7,11.8,102.44,-42.95,5.33,-54.65,-108.34,777.44,-62.4,-129.79
SOL,1h,st4.0,2,L,2,8,58.23,-47.99,55.87,25.5,-45.63,-47.99,35.54,-23.14,-11.17,20.29,44.2,493.71
SOL,1h,st3.0,3,L,2,8,56.88,-93.48,101.11,39.8,-78.33,-93.48,90.58,-33.34,-23.81,-1.91,16.99,578.32
XRP,1d,ema5/20,2,L,2,8,55.46,-54.43,30.43,4.5,-2.96,-35.86,27.08,-9.73,-54.43,521.76,-23.18,21.01
SOL,1d,st2.0,1,L,2,8,52.05,-53.01,14.6,3.6,-27.25,-26.26,46.9,17.95,-53.01,-20.27,26.4,451.96
SOL,4h,macd26/52,2,L,2,8,50.33,-96.91,43.34,16.5,-96.91,-24.73,2.78,15.71,49.31,-16.03,41.05,431.43
XRP,4h,ema20/100,2,L+S,2,8,49.46,-110.33,67.45,13.0,74.11,-68.22,8.8,-23.82,-110.33,534.87,-67.85,48.12
XRP,4h,c>ema100,2,L,2,8,49.22,-101.69,47.68,27.0,-7.29,-68.32,23.09,-9.21,-26.35,557.35,-101.69,26.19
XRP,4h,c>ema200,2,L,2,8,47.65,-81.51,37.98,20.8,2.36,-38.39,11.43,-3.62,-2.3,522.25,-81.51,-29.05
XRP,2h,c>ema200,2,L,2,8,45.51,-88.11,50.13,36.9,-14.99,-63.4,22.44,-29.25,-5.32,540.98,-88.11,1.71
SOL,1d,c>ema200,1,L,2,8,45.48,-47.96,6.57,3.1,0.0,-47.96,34.82,-5.21,-4.7,9.49,27.45,349.92
XRP,2h,ema20/50,1,L,2,8,42.77,-42.16,20.02,16.5,-22.8,-1.24,14.02,3.93,-3.74,337.39,-42.16,56.79
XRP,1d,macd12/26,1,L,2,8,38.28,-41.4,21.24,5.2,-9.84,-39.13,37.74,0.62,-41.4,333.18,-14.8,39.85
SOL,1d,st2.0,1,L+S,2,8,38.09,-75.47,34.17,7.4,-16.8,-4.12,46.6,13.11,-73.06,-75.47,11.44,403.05
SOL,1h,st3.0,2,L,2,8,37.92,-62.32,67.4,39.8,-52.22,-62.32,60.38,-22.23,-15.87,-1.27,11.33,385.55
XRP,2h,ema20/50,1,L+S,2,8,36.77,-63.26,32.86,33.6,-4.82,29.59,-14.87,2.64,-16.09,334.91,-63.26,26.09
SOL,1h,ema5/20,2,L,2,8,35.49,-95.26,72.72,103.6,-33.2,-95.26,103.27,-2.5,-41.43,2.43,24.12,326.46
XRP,4h,c>ema50,1,L,2,8,34.96,-53.35,24.84,35.4,-21.59,-16.58,31.32,-13.67,0.14,330.7,-53.35,22.69
SOL,1d,st4.0,1,L,2,8,34.68,-35.53,6.23,1.8,-18.5,-17.91,26.53,2.41,-35.53,-0.98,2.07,319.37
SOL,1d,st4.0,3,L+S,2,8,34.07,-132.74,98.17,3.8,2.03,38.16,7.0,-54.62,-132.74,-95.11,-106.79,614.6
XRP,4h,st3.0,1,L,2,8,33.22,-65.59,24.57,9.4,-29.87,-22.76,32.45,2.21,-23.98,306.22,-65.59,67.07
XRP,1h,ema50/200,1,L,2,8,33.03,-37.74,19.96,10.5,-10.32,-23.56,16.06,0.31,-28.65,304.97,-37.74,43.2
XRP,4h,ema20/50,1,L,2,8,32.66,-39.6,21.95,8.5,-21.59,-21.03,20.57,-6.14,-36.86,313.34,-39.6,52.57
XRP,2h,ema20/100,1,L+S,2,8,32.21,-51.24,30.3,24.5,19.75,-9.46,-0.76,3.96,-51.24,324.62,-41.64,12.49
SOL,1d,c>ema100,3,L+S,2,8,30.44,-141.01,113.65,11.2,114.98,-81.09,37.75,-109.87,-8.83,-141.01,-30.89,462.47
SOL,4h,macd26/52,3,L+S,2,8,28.53,-170.24,125.64,33.0,-170.24,88.6,-139.98,-30.44,247.62,-156.09,-25.74,414.5
XRP,1d,macd12/26,1,L+S,2,8,27.86,-85.68,40.01,10.6,18.21,-48.91,34.42,-1.38,-85.68,324.13,-5.84,-12.05
XRP,1h,c>ema200,1,L,2,8,26.61,-53.43,30.33,68.6,-10.56,-15.79,27.69,-16.33,-11.36,307.53,-53.43,-14.86
XRP,1d,st3.0,1,L,2,8,26.32,-27.15,9.22,2.2,-9.76,-8.63,7.86,-17.81,-27.15,264.11,-25.12,27.07
SOL,1d,c>ema200,1,L+S,2,8,26.16,-47.04,15.56,6.2,38.33,-47.04,20.49,-35.53,27.6,-11.66,24.51,192.62
XRP,2h,st3.0,1,L,2,8,25.88,-31.11,19.34,17.8,-13.23,-8.5,27.42,3.01,-7.23,199.89,-31.11,36.76
XRP,1d,c>ema100,2,L,2,8,25.45,-120.7,44.66,5.4,-15.84,-31.71,39.18,-13.3,-108.34,512.12,-57.8,-120.7
SOL,4h,macd26/52,1,L,2,8,25.16,-48.46,21.67,16.5,-48.46,-12.36,1.39,7.86,24.66,-8.01,20.52,215.71
XRP,1d,c>ema200,1,L,2,8,24.74,-33.88,9.49,5.0,-2.05,-22.93,34.66,-4.56,-10.56,253.95,-33.88,-16.71
XRP,2h,st4.0,2,L+S,2,8,23.93,-147.54,65.61,23.6,-8.89,-29.52,28.09,12.07,-28.41,321.44,-147.54,44.2
SOL,1d,ema20/50,2,L+S,2,8,23.88,-61.75,53.75,3.8,76.65,12.87,51.41,-22.4,-43.43,-61.75,1.12,176.59
XRP,4h,c>ema200,1,L,2,8,23.83,-40.76,18.99,20.8,1.18,-19.19,5.72,-1.81,-1.15,261.13,-40.76,-14.52
SOL,1h,macd26/52,1,L,2,8,23.81,-49.11,37.03,65.8,-18.42,-49.11,45.54,10.27,8.42,-15.86,-0.38,210.03
XRP,4h,c>ema100,3,L+S,2,8,23.34,-237.64,125.2,54.6,95.9,-105.45,-54.9,-41.2,-90.27,772.09,-237.64,-151.85
XRP,4h,st2.0,1,L,2,8,23.21,-39.74,23.87,15.9,-21.56,-20.59,24.19,-2.97,-15.8,220.56,-39.74,41.57
XRP,1h,ema50/200,1,L+S,2,8,22.77,-65.49,34.38,21.5,18.34,-14.43,-10.88,-4.64,-65.49,302.42,-53.56,10.42
SOL,1d,st4.0,2,L+S,2,8,22.71,-88.49,65.45,3.8,1.36,25.44,4.67,-36.41,-88.49,-63.41,-71.19,409.73
XRP,4h,c>ema50,1,L+S,2,8,21.89,-84.92,41.47,71.2,-3.36,-0.79,17.71,-32.52,-4.91,322.47,-84.92,-38.55
SOL,2h,macd12/26,1,L,2,8,21.21,-55.14,37.39,65.6,-14.36,-55.14,44.25,11.09,-3.82,-4.4,-12.23,204.31
XRP,1d,st4.0,1,L,2,8,21.07,-31.55,9.78,1.9,-17.18,-21.14,38.82,-22.5,-31.55,228.11,-31.32,25.29
BTC,4h,ema5/20,3,L+S,2,8,20.75,-84.9,78.28,49.8,-44.38,76.49,-84.9,-4.76,-60.57,213.97,24.65,45.51
SOL,1d,c>ema100,2,L+S,2,8,20.29,-94.01,75.77,11.2,76.65,-54.06,25.17,-73.25,-5.89,-94.01,-20.59,308.31
BTC,1h,st3.0,3,L,2,8,20.25,-72.79,58.19,39.0,-72.79,-31.97,-13.88,19.27,-34.22,105.29,22.74,167.55
XRP,4h,st3.0,1,L+S,2,8,20.05,-111.45,41.88,19.0,-18.83,-12.48,22.26,-0.15,-53.6,285.81,-111.45,48.82
BTC,2h,ema10/30,2,L,2,8,19.92,-42.73,36.78,30.1,-42.73,5.33,-21.63,11.15,-39.62,97.49,25.5,123.9
XRP,4h,ema20/50,1,L+S,2,8,19.87,-82.51,37.47,17.5,-2.88,-8.66,-0.59,-16.8,-82.51,300.28,-57.62,27.72
XRP,1d,ema20/100,3,L+S,2,8,19.29,-120.12,48.87,2.9,106.25,-33.81,19.96,-83.8,-31.67,372.67,-120.12,-75.16
BTC,2h,c>ema200,1,L,2,8,19.07,-16.51,12.7,26.5,-16.51,-0.42,-0.26,18.73,-12.19,40.15,38.55,84.51
SOL,4h,macd26/52,2,L+S,2,8,19.02,-113.49,83.76,33.0,-113.49,59.07,-93.32,-20.3,165.08,-104.06,-17.16,276.33
XRP,1d,ema20/100,1,L,2,8,18.84,-31.92,2.77,1.5,0.0,-20.68,21.7,-12.18,-10.56,183.58,-31.92,20.75
BTC,2h,c>ema100,2,L,2,8,18.72,-48.09,37.52,45.2,-48.09,-11.71,-18.25,21.25,-37.57,58.99,40.95,144.22
XRP,4h,macd12/26,2,L,2,8,18.19,-65.94,54.34,35.6,-54.35,5.93,34.56,-25.1,23.06,290.48,-65.94,-63.12
XRP,1d,ema50/200,1,L,2,8,18.01,-38.52,2.41,1.2,0.0,-22.87,38.82,1.53,-10.56,175.84,-38.52,-0.17
BTC,4h,c>ema200,1,L,2,8,17.95,-12.1,8.21,13.9,-1.09,-4.15,-2.13,15.05,-12.1,23.15,37.35,87.51
XRP,1h,c>ema100,3,L,2,8,17.88,-151.09,105.35,110.5,-93.94,-51.55,145.28,-50.9,-13.86,489.28,-151.09,-130.17
SOL,1h,ema5/20,1,L,2,8,17.74,-47.63,36.36,103.6,-16.6,-47.63,51.64,-1.25,-20.72,1.22,12.06,163.23
BTC,1h,ema20/50,2,L,2,8,17.71,-52.24,36.69,33.9,-43.8,5.07,-17.94,19.41,-52.24,93.5,25.68,112.03
SOL,1h,macd12/26,3,L,2,8,17.67,-176.07,121.36,131.1,-111.37,-87.95,10.61,51.81,-8.96,-176.07,12.16,451.15
BTC,1d,st3.0,2,L+S,2,8,17.62,-25.32,23.48,4.2,26.7,23.36,-1.45,3.79,-25.32,45.66,-14.38,82.6
BTC,4h,st3.0,1,L,2,8,17.23,-17.97,10.29,9.9,-17.97,4.29,1.96,20.96,-13.61,35.9,24.7,81.59
BTC,2h,st3.0,2,L,2,8,17.0,-39.62,34.51,20.1,-39.62,8.94,-23.1,3.58,-33.95,90.4,41.31,88.45
BTC,2h,macd12/26,3,L,2,8,16.74,-69.53,55.84,63.9,-34.59,-69.53,13.98,17.62,-48.43,32.23,76.2,146.4
BTC,1d,ema5/20,1,L,2,8,16.69,-14.58,6.28,4.0,-4.48,-13.68,-6.41,24.75,-14.58,39.76,37.13,71.06
BTC,2h,macd26/52,2,L,2,8,16.32,-29.25,37.4,31.8,-29.25,-14.22,-18.19,14.73,-25.58,92.09,-23.39,134.33
XRP,2h,st3.0,1,L+S,2,8,16.28,-39.92,34.52,36.0,13.58,14.42,11.36,-0.03,-23.12,170.92,-39.92,-16.96
BTC,4h,macd12/26,2,L,2,8,16.26,-28.66,37.3,32.6,-27.2,-8.04,-16.82,13.14,-28.66,71.5,-6.81,132.97
BTC,1d,c>ema100,1,L,2,8,16.01,-12.08,5.3,3.4,-1.54,-11.23,3.87,19.39,-12.08,32.81,33.51,63.37
XRP,4h,c>ema100,2,L+S,2,8,15.55,-158.43,83.47,54.6,63.93,-70.3,-36.6,-27.47,-60.18,514.73,-158.43,-101.24
XRP,1d,ema20/50,1,L,2,8,15.45,-47.23,9.83,2.1,0.0,-11.78,16.17,-12.18,-5.95,212.01,-27.48,-47.23
BTC,2h,c>ema200,1,L+S,2,8,15.2,-12.48,20.21,53.5,-5.94,21.57,-11.27,10.27,-12.48,33.86,25.9,59.66
BTC,1d,st3.0,1,L,2,8,15.09,-12.19,2.1,1.9,-5.95,-5.08,4.08,11.79,-12.19,35.36,18.32,74.38
BTC,1d,st2.0,1,L,2,8,14.88,-28.18,7.12,3.2,-5.95,-4.01,-7.96,18.67,-28.18,35.17,36.38,74.95
XRP,1d,st3.0,1,L+S,2,8,14.68,-50.79,25.48,4.2,17.72,12.7,-19.98,-40.26,-50.79,236.14,-23.92,-14.18
BTC,2h,ema20/50,1,L,2,8,14.53,-32.72,15.7,16.6,-32.72,-2.33,-1.98,17.84,-27.17,26.52,43.82,92.28
BTC,2h,ema20/50,2,L+S,2,8,14.26,-87.72,47.24,33.5,-74.68,35.23,-30.06,21.25,-87.72,16.89,84.95,148.25
BTC,4h,ema5/20,2,L+S,2,8,13.84,-56.6,52.19,49.8,-29.58,50.99,-56.6,-3.17,-40.38,142.65,16.43,30.34
BTC,1h,st3.0,2,L,2,8,13.5,-48.53,38.79,39.0,-48.53,-21.32,-9.25,12.84,-22.81,70.19,15.16,111.7
BTC,4h,ema10/30,1,L,2,8,13.42,-29.78,15.4,15.5,-29.78,-4.45,-1.14,18.56,-19.42,23.49,43.71,76.42
XRP,1d,c>ema50,1,L,2,8,13.42,-63.95,24.99,7.8,-6.6,-8.41,-1.44,-8.33,-46.89,266.63,-23.63,-63.95
XRP,1d,ema20/100,2,L+S,2,8,12.86,-80.08,32.58,2.9,70.83,-22.54,13.3,-55.87,-21.11,248.45,-80.08,-50.11
XRP,1d,c>ema100,1,L,2,8,12.72,-60.35,22.33,5.4,-7.92,-15.86,19.59,-6.65,-54.17,256.06,-28.9,-60.35
BTC,1h,ema20/100,1,L,2,8,12.7,-25.78,16.85,22.2,-25.78,-1.03,-4.71,10.82,-24.39,47.25,36.48,63.0
BTC,4h,c>ema200,1,L+S,2,8,12.7,-14.51,16.03,28.0,22.7,14.03,-14.51,4.13,-12.11,-2.64,26.61,63.36
ETH,2h,macd12/26,2,L,2,8,12.67,-84.77,53.96,64.0,10.9,-63.05,147.55,22.69,-84.77,-36.1,38.67,65.49
BTC,4h,c>ema50,1,L,2,8,12.2,-24.47,17.59,32.9,-20.79,-6.06,-4.72,14.21,-24.47,41.33,23.45,74.66
BTC,4h,st3.0,1,L+S,2,8,12.14,-15.97,16.8,20.1,-7.4,31.38,-6.77,17.05,-15.97,27.05,-1.56,53.35
SOL,1h,macd12/26,2,L,2,8,11.78,-117.38,80.91,131.1,-74.25,-58.63,7.07,34.54,-5.97,-117.38,8.1,300.77
XRP,2h,c>ema200,3,L+S,2,8,11.78,-224.86,135.28,74.5,76.35,-92.66,-55.44,-103.72,-31.91,719.41,-192.92,-224.86
BTC,1d,macd12/26,3,L+S,2,8,11.76,-76.2,46.67,11.6,33.04,-30.26,14.18,4.09,-76.2,46.96,26.29,76.0
ETH,2h,ema20/50,2,L,2,8,11.67,-103.32,47.52,18.6,-46.18,-37.67,57.3,36.69,-103.32,3.48,134.61,48.43
XRP,4h,st2.0,1,L+S,2,8,11.57,-59.8,40.68,32.2,-3.52,-9.38,4.0,-11.46,-39.51,213.98,-59.8,-1.77
SOL,1d,st4.0,1,L+S,2,8,11.36,-44.25,32.72,3.8,0.68,12.72,2.33,-18.21,-44.25,-31.7,-35.6,204.87
BTC,1d,ema5/20,1,L+S,2,8,11.09,-22.29,18.42,8.2,16.52,-5.3,-22.29,26.24,-17.04,28.13,29.93,32.5
BTC,2h,c>ema50,3,L,2,8,10.95,-87.34,66.73,65.2,-87.34,-23.38,-25.51,2.24,-66.98,112.3,59.34,116.89
XRP,1d,c>ema200,1,L+S,2,8,10.93,-100.7,27.0,9.8,25.18,-17.75,29.87,-11.6,-10.56,215.18,-42.19,-100.7
ETH,1d,st3.0,1,L,2,8,10.51,-33.06,8.96,2.1,-9.01,-33.06,56.39,37.41,0.0,-22.96,27.22,28.1
BTC,4h,ema10/30,2,L+S,2,8,10.04,-63.97,46.06,31.4,-63.97,27.72,-25.95,23.54,-55.37,5.16,82.0,87.22
BTC,2h,ema20/100,1,L+S,2,8,9.97,-38.07,20.21,23.0,-2.48,14.7,-6.06,17.05,-38.07,2.84,43.33,48.47
SOL,4h,macd26/52,1,L+S,2,8,9.51,-56.75,41.88,33.0,-56.75,29.53,-46.66,-10.15,82.54,-52.03,-8.58,138.17
BTC,2h,c>ema100,1,L,2,8,9.36,-24.04,18.76,45.2,-24.04,-5.85,-9.12,10.63,-18.79,29.49,20.47,72.11
XRP,2h,ema10/30,1,L+S,2,8,9.15,-76.94,43.85,64.1,9.52,-14.88,30.84,-11.37,-5.15,198.29,-57.08,-76.94
BTC,1h,ema20/50,1,L,2,8,8.86,-26.12,18.35,33.9,-21.9,2.54,-8.97,9.7,-26.12,46.75,12.84,56.01
BTC,1d,st3.0,1,L+S,2,8,8.81,-12.66,11.74,4.2,13.35,11.68,-0.73,1.9,-12.66,22.83,-7.19,41.3
BTC,2h,st3.0,1,L,2,8,8.5,-19.81,17.26,20.1,-19.81,4.47,-11.55,1.79,-16.97,45.2,20.65,44.23
BTC,1h,ema50/200,1,L+S,2,8,8.46,-27.87,19.95,21.0,-6.91,10.41,-7.63,8.3,-27.87,5.66,37.4,48.32
XRP,4h,c>ema200,1,L+S,2,8,8.32,-100.04,39.72,42.0,38.34,-5.04,-26.32,-7.84,-8.23,234.44,-58.77,-100.04
BTC,2h,macd26/52,1,L,2,8,8.16,-14.62,18.7,31.8,-14.62,-7.11,-9.1,7.37,-12.79,46.04,-11.69,67.16
BTC,4h,macd12/26,1,L,2,8,8.13,-14.33,18.65,32.6,-13.6,-4.02,-8.41,6.57,-14.33,35.75,-3.41,66.49
XRP,2h,c>ema200,2,L+S,2,8,7.86,-149.91,90.19,74.5,50.9,-61.77,-36.96,-69.14,-21.27,479.61,-128.61,-149.91
BTC,2h,st2.0,3,L,2,8,7.65,-64.56,58.96,36.5,-64.56,-31.47,12.11,1.09,-47.25,60.3,-10.72,141.66
BTC,4h,c>ema50,3,L+S,2,8,7.36,-112.62,87.85,66.1,-42.18,32.36,-60.15,11.41,-112.62,105.27,6.43,118.38
BTC,1d,st2.0,1,L+S,2,8,7.31,-45.28,19.04,7.2,13.35,14.11,-25.53,15.06,-45.28,20.89,29.59,36.28
BTC,2h,c>ema50,2,L,2,8,7.3,-58.23,44.49,65.2,-58.23,-15.59,-17.0,1.49,-44.65,74.87,39.56,77.93
SOL,1h,macd26/52,1,L+S,2,8,7.04,-70.14,58.46,131.0,4.49,-45.58,41.77,-6.66,47.89,-70.14,-53.89,138.46
XRP,4h,st4.0,2,L+S,2,8,6.44,-235.25,97.86,14.2,-94.14,-26.06,-11.43,-14.07,-63.79,535.7,-235.25,-39.48
XRP,1d,ema20/100,1,L+S,2,8,6.43,-40.04,16.29,2.9,35.42,-11.27,6.65,-27.93,-10.56,124.22,-40.04,-25.05
ETH,1h,macd26/52,2,L,2,8,6.38,-67.72,59.24,63.4,-29.34,-64.49,125.56,29.92,-67.72,-33.8,35.24,55.69
BTC,4h,st4.0,2,L+S,2,8,5.87,-40.85,43.05,14.9,7.91,24.14,-35.94,16.62,-20.04,-40.85,-17.17,112.25
BTC,2h,macd12/26,1,L,2,8,5.58,-23.18,18.61,63.9,-11.53,-23.18,4.66,5.87,-16.14,10.74,25.4,48.8
ETH,1d,ema50/200,1,L,2,8,5.49,-34.71,0.1,1.0,0.0,-34.71,55.82,0.0,-20.53,-22.43,45.81,19.99
XRP,1d,ema50/200,2,L+S,2,8,5.35,-150.73,32.99,2.2,70.83,-32.07,77.64,3.05,-21.11,208.64,-113.48,-150.73
XRP,1d,st4.0,1,L+S,2,8,5.31,-60.78,29.06,3.5,4.1,-12.27,38.82,-51.35,-60.78,174.42,-37.57,-12.92
BTC,2h,st2.0,2,L,2,8,5.1,-43.04,39.3,36.5,-43.04,-20.98,8.07,0.73,-31.5,40.2,-7.14,94.44
BTC,1h,ema10/30,1,L,2,8,4.99,-29.19,22.38,60.6,-29.19,-13.81,-2.31,-3.18,-16.26,50.44,11.16,43.07
BTC,4h,c>ema50,2,L+S,2,8,4.91,-75.08,58.56,66.1,-28.12,21.57,-40.1,7.6,-75.08,70.18,4.29,78.92
BTC,1h,st4.0,3,L,2,8,4.6,-51.84,62.31,28.1,-51.84,-12.64,-21.47,4.67,-43.55,59.12,2.03,100.45
SOL,2h,st2.0,3,L+S,2,8,4.32,-229.54,172.83,72.5,4.54,-99.75,23.3,-150.35,109.13,-126.43,-229.54,503.63
BTC,1d,macd12/26,1,L+S,2,8,3.92,-25.4,15.56,11.6,11.01,-10.09,4.73,1.36,-25.4,15.65,8.76,25.33
XRP,1h,c>ema200,1,L+S,2,8,3.83,-114.58,54.52,137.9,18.55,-0.25,12.63,-38.75,-28.46,265.99,-84.51,-114.58
ETH,1h,macd26/52,1,L,2,8,3.19,-33.86,29.62,63.4,-14.67,-32.25,62.78,14.96,-33.86,-16.9,17.62,27.84
BTC,1h,ema20/100,1,L+S,2,8,3.18,-37.16,28.28,44.8,-22.85,19.71,-19.98,-3.1,-37.16,46.74,26.33,15.77
SOL,2h,st2.0,2,L+S,2,8,2.88,-153.02,115.22,72.5,3.03,-66.5,15.53,-100.24,72.75,-84.29,-153.02,335.76
XRP,1d,ema50/200,1,L+S,2,8,2.67,-75.37,16.5,2.2,35.42,-16.04,38.82,1.53,-10.56,104.32,-56.74,-75.37
BTC,2h,st2.0,1,L,2,8,2.55,-21.52,19.65,36.5,-21.52,-10.49,4.04,0.36,-15.75,20.1,-3.57,47.22
BTC,4h,c>ema50,1,L+S,2,8,2.45,-37.54,29.28,66.1,-14.06,10.79,-20.05,3.8,-37.54,35.09,2.14,39.46
BTC,2h,ema5/20,1,L,2,8,2.38,-28.29,23.18,53.6,-25.31,-13.05,-8.95,4.72,-28.29,46.8,-5.69,48.84
SOL,2h,macd12/26,1,L+S,2,8,2.05,-75.32,58.33,130.9,12.24,-57.81,38.2,-5.74,21.8,-47.07,-75.32,130.12
ETH,2h,st2.0,1,L,2,8,1.64,-53.19,29.0,34.4,-8.14,-27.0,60.51,-4.7,-53.19,-9.28,36.55,18.34
BTC,1h,st4.0,1,L,2,8,1.53,-17.28,20.77,28.1,-17.28,-4.21,-7.16,1.56,-14.52,19.71,0.68,33.48
ETH,1h,st3.0,3,L,2,8,1.38,-113.43,78.66,38.4,-43.79,-50.14,181.64,-22.23,-113.43,-30.32,69.89,19.45
ETH,1h,st3.0,2,L,2,8,0.92,-75.62,52.44,38.4,-29.19,-33.42,121.09,-14.82,-75.62,-20.21,46.59,12.97
BTC,1h,st2.0,1,L,2,8,0.74,-25.87,19.51,67.0,-25.87,-12.11,-7.73,0.75,-15.86,8.78,13.0,44.95
SOL,1h,c>ema100,2,L+S,2,8,-0.21,-93.89,96.65,189.2,-18.89,-18.44,-44.26,-57.64,-67.87,-93.89,6.2,293.13
SOL,1h,c>ema100,3,L+S,2,8,-0.31,-140.83,144.97,189.2,-28.33,-27.67,-66.39,-86.47,-101.81,-140.83,9.3,439.69
