coin,tf,signal,lev,mode,period,bh_ret,ret,beat_bh,n_trades,win_rate,max_dd
XRP,1h,macd26/52,2,L+S,bull_2021,277.94,71.13,False,328,0.335,268.09
XRP,1h,macd26/52,3,L,bull_2021,277.94,390.79,True,164,0.311,189.04
XRP,1h,macd26/52,3,L+S,bull_2021,277.94,106.69,False,328,0.335,402.13
XRP,1h,st2.0,1,L,bull_2021,277.94,244.89,False,150,0.36,46.79
XRP,1h,st2.0,1,L+S,bull_2021,277.94,222.83,False,300,0.367,95.83
XRP,1h,st2.0,2,L,bull_2021,277.94,489.77,True,150,0.36,93.58
XRP,1h,st2.0,2,L+S,bull_2021,277.94,445.67,True,300,0.367,191.65
XRP,1h,st2.0,3,L,bull_2021,277.94,734.66,True,150,0.36,140.36
XRP,1h,st2.0,3,L+S,bull_2021,277.94,668.5,True,300,0.367,287.48
XRP,1h,st3.0,1,L,bull_2021,277.94,232.76,False,79,0.392,46.99
XRP,1h,st3.0,1,L+S,bull_2021,277.94,183.08,False,158,0.386,82.07
