entry_pct,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,sharpe
1.5,1.0,3.0,0.75,4,0.3,376,52.4,32.4,13.62,2.38
1.5,5.0,5.0,1.25,4,0.2,333,23.7,32.22,17.6,1.83
1.0,2.0,3.0,0.6,5,0.2,1079,28.2,31.93,36.17,0.88
1.5,2.0,2.0,0.5,4,0.1,371,31.5,31.69,3.72,8.52
1.5,2.0,1.0,0.5,2,0.2,371,31.5,31.69,3.72,8.52
2.0,5.0,1.0,0.25,4,0.1,175,14.3,31.65,2.26,14.03
2.0,2.0,3.0,1.0,3,0.3,178,42.7,31.47,10.67,2.95
2.0,3.0,5.0,1.25,4,0.3,172,35.5,31.46,22.03,1.43
1.5,1.0,1.0,0.3333,3,0.2,386,41.5,31.4,3.26,9.64
2.0,5.0,5.0,1.0,5,0.2,167,21.6,31.39,17.22,1.82
2.0,2.0,3.0,0.6,5,0.1,181,38.7,31.32,4.91,6.38
2.0,1.0,1.0,0.5,2,0.3,189,56.1,31.17,2.88,10.84
3.0,3.0,1.0,0.2,5,0.2,57,24.6,31.11,3.3,9.43
1.5,3.0,5.0,1.6667,3,0.2,336,41.1,31.04,17.52,1.77
2.0,1.0,2.0,0.6667,3,0.2,189,60.3,30.73,3.55,8.67
1.5,1.0,2.0,0.6667,3,0.3,377,50.9,30.7,7.56,4.06
1.0,1.0,1.0,0.5,2,0.3,1145,42.7,30.63,16.67,1.84
3.0,2.0,2.0,0.6667,3,0.3,58,48.3,30.59,3.44,8.88
2.0,3.0,2.0,0.4,5,0.1,177,23.7,30.54,3.53,8.66
1.5,3.0,2.0,0.5,4,0.1,365,22.5,30.41,5.39,5.64
1.5,3.0,1.0,0.5,2,0.2,365,22.5,30.41,5.39,5.64
1.5,5.0,5.0,1.6667,3,0.2,321,29.0,30.33,18.94,1.6
1.5,3.0,1.0,0.25,4,0.1,374,16.3,30.32,3.05,9.93
1.0,2.0,1.0,0.5,2,0.3,1095,25.8,30.22,21.97,1.38
1.5,3.0,10.0,2.0,5,0.3,325,44.0,30.15,42.78,0.7
2.0,5.0,3.0,0.6,5,0.1,170,18.2,30.06,5.31,5.67
2.0,5.0,2.0,0.6667,3,0.2,169,18.3,29.93,8.23,3.64
2.0,1.0,1.0,0.2,5,0.1,189,48.1,29.86,1.05,28.5
1.5,1.0,3.0,1.0,3,0.3,374,59.1,29.74,13.44,2.21
1.0,1.0,5.0,1.0,5,0.3,1086,56.2,29.63,57.08,0.52
3.0,2.0,2.0,0.5,4,0.2,58,46.6,29.43,2.42,12.19
1.5,1.0,1.0,0.2,5,0.1,387,36.2,29.38,2.41,12.21
1.5,2.0,2.0,1.0,2,0.2,360,42.8,29.35,5.76,5.1
1.0,1.0,1.0,0.3333,3,0.1,1154,38.1,29.34,4.44,6.61
1.5,5.0,1.0,0.5,2,0.2,356,14.3,29.29,10.01,2.92
1.5,5.0,2.0,0.5,4,0.1,356,14.3,29.29,10.01,2.92
3.0,2.0,5.0,1.6667,3,0.3,56,62.5,29.27,6.21,4.72
1.5,5.0,1.0,0.25,4,0.1,367,10.1,29.13,7.04,4.14
3.0,2.0,10.0,3.3333,3,0.3,55,74.5,29.12,10.33,2.82
1.0,2.0,1.0,0.3333,3,0.1,1115,21.9,28.86,6.59,4.38
1.5,3.0,3.0,0.75,4,0.1,360,27.5,28.75,4.08,7.05
1.0,3.0,5.0,1.6667,3,0.2,838,39.3,28.51,21.77,1.31
2.0,5.0,3.0,0.75,4,0.2,169,18.3,28.43,13.86,2.05
2.0,5.0,3.0,1.0,3,0.3,167,21.6,28.41,15.57,1.82
1.5,2.0,5.0,1.25,4,0.1,357,47.1,28.2,6.13,4.6
3.0,3.0,3.0,0.6,5,0.3,57,28.1,28.19,12.82,2.2
2.0,1.0,5.0,1.6667,3,0.3,186,72.0,28.07,9.1,3.09
1.0,3.0,2.0,0.5,4,0.2,1050,18.2,28.01,24.0,1.17
2.0,3.0,2.0,0.6667,3,0.2,174,27.6,28.01,9.98,2.81
1.5,2.0,3.0,0.75,4,0.1,366,37.2,27.91,4.2,6.64
1.5,5.0,5.0,1.0,5,0.1,338,21.0,27.86,11.85,2.35
2.0,3.0,3.0,0.6,5,0.1,175,27.4,27.83,6.85,4.06
1.5,2.0,3.0,1.5,2,0.2,354,50.8,27.82,5.69,4.89
1.5,3.0,5.0,1.0,5,0.1,353,31.2,27.53,7.26,3.79
1.5,3.0,2.0,0.6667,3,0.1,361,27.1,27.53,2.79,9.86
1.5,3.0,2.0,0.4,5,0.1,369,18.7,27.4,6.73,4.07
1.5,5.0,2.0,0.4,5,0.1,362,11.9,27.39,12.08,2.27
2.0,1.0,5.0,1.25,4,0.2,187,67.4,27.3,5.98,4.57
2.0,3.0,3.0,0.75,4,0.2,174,27.6,27.25,15.95,1.71
2.0,1.0,3.0,0.6,5,0.1,189,59.8,27.22,2.67,10.2
2.0,3.0,1.0,0.25,4,0.1,179,21.2,27.2,1.8,15.07
3.0,1.0,1.0,0.2,5,0.3,58,48.3,27.13,1.79,15.18
2.0,2.0,1.0,0.25,4,0.1,183,30.1,26.74,1.8,14.82
3.0,2.0,5.0,1.0,5,0.2,57,50.9,26.62,5.43,4.91
3.0,2.0,5.0,1.25,4,0.3,57,52.6,26.52,7.89,3.36
1.5,3.0,3.0,1.5,2,0.2,341,39.6,26.39,8.63,3.06
