fast_ema,slow_ema,tp_pct,sl_capital,sl_price_pct,leverage,pos_ratio,trades,win_rate,return_pct,max_drawdown,calmar,timeframe
12,50,3.0,1.0,0.3333,3,0.3,1888,13.9,-78.14,78.61,-0.99,15m
12,26,3.0,2.0,0.6667,3,0.2,2618,22.8,-78.16,78.24,-1.0,15m
12,21,2.0,3.0,0.4286,7,0.1,2925,21.7,-78.19,78.59,-0.99,15m
9,50,2.0,1.0,0.1429,7,0.1,2165,7.8,-78.42,78.62,-1.0,15m
12,21,5.0,3.0,1.0,3,0.3,2925,25.7,-78.45,79.29,-0.99,15m
5,50,5.0,3.0,0.4286,7,0.1,2815,16.3,-78.5,78.5,-1.0,15m
9,50,5.0,1.0,0.1429,7,0.1,2165,5.8,-78.51,78.92,-0.99,15m
12,50,3.0,3.0,0.6,5,0.2,1888,20.2,-78.56,79.55,-0.99,15m
9,21,3.0,2.0,0.4,5,0.1,3423,19.1,-78.63,78.69,-1.0,15m
9,26,3.0,2.0,0.6667,3,0.2,3025,23.5,-78.67,78.99,-1.0,15m
12,50,2.0,2.0,0.4,5,0.2,1888,19.0,-78.72,79.2,-0.99,15m
12,50,2.0,1.0,0.3333,3,0.3,1888,16.3,-78.76,79.23,-0.99,15m
12,21,5.0,2.0,0.4,5,0.2,2925,18.3,-78.88,81.71,-0.97,15m
12,21,3.0,1.0,0.3333,3,0.2,2925,16.4,-78.89,79.29,-0.99,15m
12,50,5.0,3.0,1.0,3,0.3,1888,23.2,-79.11,79.8,-0.99,15m
12,50,2.0,3.0,0.6,5,0.2,1888,23.5,-79.12,79.77,-0.99,15m
12,26,5.0,3.0,1.0,3,0.3,2618,24.8,-79.12,79.22,-1.0,15m
9,21,2.0,3.0,0.6,5,0.1,3423,24.5,-79.12,79.16,-1.0,15m
5,50,3.0,1.0,0.3333,3,0.2,2815,14.7,-79.14,79.37,-1.0,15m
9,50,5.0,3.0,0.6,5,0.2,2165,18.9,-79.21,80.1,-0.99,15m
9,26,5.0,2.0,0.6667,3,0.3,3025,22.8,-79.28,80.31,-0.99,15m
12,50,3.0,1.0,0.1429,7,0.1,1888,5.7,-79.61,79.61,-1.0,15m
12,21,3.0,3.0,0.4286,7,0.1,2925,19.6,-79.62,80.21,-0.99,15m
9,50,2.0,3.0,1.0,3,0.3,2165,26.8,-79.72,80.16,-0.99,15m
9,21,3.0,3.0,0.6,5,0.1,3423,22.7,-79.79,79.84,-1.0,15m
5,50,2.0,1.0,0.3333,3,0.2,2815,16.6,-79.8,80.01,-1.0,15m
12,50,5.0,1.0,0.1429,7,0.1,1888,5.1,-79.82,80.01,-1.0,15m
9,50,3.0,3.0,1.0,3,0.3,2165,23.7,-79.87,80.44,-0.99,15m
9,50,3.0,1.0,0.1429,7,0.1,2165,6.5,-79.89,80.21,-1.0,15m
5,50,5.0,1.0,0.1429,7,0.1,2815,7.0,-79.91,79.91,-1.0,15m
12,26,2.0,3.0,0.4286,7,0.1,2618,21.2,-79.95,80.03,-1.0,15m
5,50,5.0,2.0,0.6667,3,0.3,2815,20.1,-79.97,80.35,-1.0,15m
12,26,3.0,1.0,0.3333,3,0.2,2618,15.7,-80.27,80.41,-1.0,15m
12,21,5.0,3.0,0.6,5,0.2,2925,22.3,-80.55,81.57,-0.99,15m
12,50,5.0,1.0,0.3333,3,0.3,1888,12.8,-80.59,80.82,-1.0,15m
9,26,2.0,1.0,0.3333,3,0.2,3025,18.0,-80.74,81.04,-1.0,15m
12,26,2.0,2.0,0.2857,7,0.1,2618,16.0,-80.74,80.79,-1.0,15m
9,50,5.0,1.0,0.3333,3,0.3,2165,13.2,-81.39,82.31,-0.99,15m
9,21,5.0,1.0,0.3333,3,0.2,3423,16.7,-81.4,81.47,-1.0,15m
9,50,2.0,1.0,0.3333,3,0.3,2165,16.5,-81.61,82.25,-0.99,15m
9,21,5.0,2.0,0.6667,3,0.2,3423,23.0,-81.66,81.66,-1.0,15m
9,26,5.0,3.0,1.0,3,0.3,3025,25.0,-81.77,82.47,-0.99,15m
5,50,3.0,3.0,1.0,3,0.3,2815,22.9,-81.87,82.17,-1.0,15m
12,26,5.0,1.0,0.1429,7,0.1,2618,7.0,-81.97,82.47,-0.99,15m
9,50,2.0,3.0,0.6,5,0.2,2165,23.2,-82.01,82.56,-0.99,15m
12,21,2.0,2.0,0.2857,7,0.1,2925,16.6,-82.03,82.4,-1.0,15m
9,21,5.0,3.0,1.0,3,0.2,3423,25.3,-82.04,82.04,-1.0,15m
12,21,5.0,1.0,0.1429,7,0.1,2925,7.7,-82.32,83.28,-0.99,15m
5,50,3.0,2.0,0.2857,7,0.1,2815,13.4,-82.33,82.56,-1.0,15m
12,26,2.0,3.0,1.0,3,0.3,2618,28.9,-82.52,82.71,-1.0,15m
12,50,5.0,1.0,0.2,5,0.2,1888,8.4,-82.56,82.87,-1.0,15m
9,50,5.0,2.0,0.4,5,0.2,2165,15.0,-82.62,83.45,-0.99,15m
9,21,2.0,3.0,1.0,3,0.2,3423,28.1,-82.79,82.8,-1.0,15m
9,26,2.0,3.0,0.4286,7,0.1,3025,21.1,-82.9,83.28,-1.0,15m
9,26,3.0,1.0,0.3333,3,0.2,3025,16.2,-82.97,83.28,-1.0,15m
9,50,2.0,2.0,0.4,5,0.2,2165,18.8,-83.11,83.72,-0.99,15m
12,21,5.0,1.0,0.3333,3,0.3,2925,15.9,-83.2,84.32,-0.99,15m
